Date : 2020-11-26 20:29:07
Directory : /home/zl/gem5/src
Total : 5618 files,  884122 codes, 252225 comments, 152980 blanks, all 1289327 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
+----------+------------+------------+------------+------------+------------+
| C++      |      4,275 |    573,303 |    229,927 |    129,852 |    933,082 |
| Log      |        800 |    278,378 |          0 |     14,722 |    293,100 |
| Python   |        539 |     32,373 |     22,271 |      8,383 |     63,027 |
| Markdown |          1 |         43 |          0 |         13 |         56 |
| C        |          1 |         21 |         27 |          7 |         55 |
| HTML     |          1 |          4 |          0 |          2 |          6 |
| Jupyter  |          1 |          0 |          0 |          1 |          1 |
+----------+------------+------------+------------+------------+------------+

Directories
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                   | files      | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/common.h                                            | C++      |          7 |         34 |          7 |         48 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/display.cpp                                         | C++      |         18 |         36 |         10 |         64 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/display.h                                           | C++      |         36 |         35 |         11 |         82 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/golden/bitwidth.log                                 | Log      |         26 |          0 |          2 |         28 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/main.cpp                                            | C++      |         59 |         35 |         11 |        105 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/stimulus.cpp                                        | C++      |         50 |         37 |          9 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/bitwidth/stimulus.h                                          | C++      |         39 |         35 |         11 |         85 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/common.h                                           | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/datatypes.cpp                                      | C++      |         76 |         47 |         28 |        151 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/datatypes.h                                        | C++      |         65 |         44 |         18 |        127 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/display.cpp                                        | C++      |          8 |         35 |          8 |         51 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/display.h                                          | C++      |         37 |         38 |         13 |         88 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/golden/datatypes.log                               | Log      |        202 |          0 |          2 |        204 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/main.cpp                                           | C++      |         63 |         35 |         12 |        110 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/stimulus.cpp                                       | C++      |         40 |         35 |         11 |         86 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/datatypes/stimulus.h                                         | C++      |         43 |         38 |         10 |         91 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/common.h                                             | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/display.cpp                                          | C++      |          8 |         35 |          8 |         51 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/display.h                                            | C++      |         37 |         38 |         13 |         88 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/golden/sharing.log                                   | Log      |        202 |          0 |          3 |        205 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/main.cpp                                             | C++      |         63 |         35 |         12 |        110 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/sharing.cpp                                          | C++      |         76 |         47 |         28 |        151 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/sharing.h                                            | C++      |         65 |         44 |         18 |        127 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/stimulus.cpp                                         | C++      |         40 |         35 |         11 |         86 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shl/sharing/stimulus.h                                           | C++      |         43 |         38 |         10 |         91 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/common.h                                             | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/display.cpp                                          | C++      |          8 |         35 |          8 |         51 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/display.h                                            | C++      |         37 |         38 |         13 |         88 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/golden/sharing.log                                   | Log      |        202 |          0 |          2 |        204 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/main.cpp                                             | C++      |         63 |         35 |         12 |        110 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/sharing.cpp                                          | C++      |         76 |         47 |         28 |        151 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/sharing.h                                            | C++      |         65 |         44 |         18 |        127 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/stimulus.cpp                                         | C++      |         40 |         35 |         11 |         86 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/shr/sharing/stimulus.h                                           | C++      |         43 |         38 |         10 |         91 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/common.h                                           | C++      |          7 |         34 |          7 |         48 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/datatypes.cpp                                      | C++      |         68 |         52 |         23 |        143 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/datatypes.h                                        | C++      |         86 |         44 |         17 |        147 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/display.cpp                                        | C++      |         11 |         35 |          7 |         53 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/display.h                                          | C++      |         46 |         38 |         14 |         98 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/golden/datatypes.log                               | Log      |         83 |          0 |          2 |         85 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/main.cpp                                           | C++      |         83 |         35 |         11 |        129 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/stimulus.cpp                                       | C++      |         53 |         35 |         10 |         98 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/datatypes/stimulus.h                                         | C++      |         55 |         38 |         11 |        104 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/common.h                                               | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/display.cpp                                            | C++      |         17 |         36 |         10 |         63 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/display.h                                              | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/golden/xor_1.log                                       | Log      |         38 |          0 |          2 |         40 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/main.cpp                                               | C++      |         53 |         35 |         11 |         99 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/stimulus.cpp                                           | C++      |         42 |         37 |          9 |         88 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/stimulus.h                                             | C++      |         36 |         35 |         11 |         82 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/xor_1.cpp                                              | C++      |         54 |         45 |         16 |        115 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/bitwise/xor/xor_1/xor_1.h                                                | C++      |         56 |         39 |         15 |        110 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/balancing.cpp                                     | C++      |        106 |         49 |         17 |        172 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/balancing.h                                       | C++      |         50 |         39 |         14 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/common.h                                          | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/display.cpp                                       | C++      |         26 |         36 |          9 |         71 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/display.h                                         | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/golden/balancing.log                              | Log      |        162 |          0 |          2 |        164 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/main.cpp                                          | C++      |         49 |         35 |         12 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/stimulus.cpp                                      | C++      |         23 |         36 |         10 |         69 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/balancing/stimulus.h                                        | C++      |         30 |         35 |         11 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/common.h                                          | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/datatypes.cpp                                     | C++      |         55 |         41 |         19 |        115 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/datatypes.h                                       | C++      |         50 |         39 |         14 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/display.cpp                                       | C++      |         16 |         36 |          9 |         61 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/display.h                                         | C++      |         30 |         35 |         11 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/golden/datatypes.log                              | Log      |         34 |          0 |          2 |         36 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/main.cpp                                          | C++      |         48 |         35 |         13 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/stimulus.cpp                                      | C++      |         26 |         36 |         10 |         72 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/datatypes/stimulus.h                                        | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/common.h                                                | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/display.cpp                                             | C++      |         26 |         36 |          9 |         71 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/display.h                                               | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/fsm.cpp                                                 | C++      |        104 |         48 |         17 |        169 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/fsm.h                                                   | C++      |         50 |         39 |         14 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/golden/fsm.log                                          | Log      |        141 |          0 |          2 |        143 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/main.cpp                                                | C++      |         49 |         35 |         12 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/stimulus.cpp                                            | C++      |         23 |         36 |         10 |         69 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/fsm/stimulus.h                                              | C++      |         30 |         35 |         11 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/common.h                                           | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/display.cpp                                        | C++      |         14 |         36 |          9 |         59 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/display.h                                          | C++      |         24 |         35 |         11 |         70 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/golden/inlining.log                                | Log      |         34 |          0 |          2 |         36 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/inlining.cpp                                       | C++      |         55 |         42 |         16 |        113 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/inlining.h                                         | C++      |         44 |         39 |         11 |         94 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/main.cpp                                           | C++      |         45 |         35 |         13 |         93 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/stimulus.cpp                                       | C++      |         26 |         36 |         10 |         72 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/case/inlining/stimulus.h                                         | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/balancing.cpp                                  | C++      |         73 |         46 |         17 |        136 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/balancing.h                                    | C++      |         50 |         39 |         14 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/common.h                                       | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/display.cpp                                    | C++      |         26 |         36 |          9 |         71 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/display.h                                      | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/golden/balancing.log                           | Log      |        133 |          0 |          2 |        135 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/main.cpp                                       | C++      |         49 |         35 |         12 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/stimulus.cpp                                   | C++      |         23 |         36 |         10 |         69 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/balancing/stimulus.h                                     | C++      |         30 |         35 |         11 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/common.h                                      | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/conditions.cpp                                | C++      |         63 |         48 |         19 |        130 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/conditions.h                                  | C++      |         56 |         39 |         14 |        109 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/display.cpp                                   | C++      |         17 |         36 |          9 |         62 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/display.h                                     | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/golden/conditions.log                         | Log      |         34 |          0 |          2 |         36 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/main.cpp                                      | C++      |         59 |         35 |         13 |        107 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/stimulus.cpp                                  | C++      |         28 |         36 |         10 |         74 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/conditions/stimulus.h                                    | C++      |         36 |         35 |         11 |         82 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/common.h                                       | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/datatypes.cpp                                  | C++      |         57 |         45 |         18 |        120 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/datatypes.h                                    | C++      |         50 |         39 |         14 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/display.cpp                                    | C++      |         16 |         36 |          9 |         61 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/display.h                                      | C++      |         30 |         35 |         11 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/golden/datatypes.log                           | Log      |         34 |          0 |          2 |         36 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/main.cpp                                       | C++      |         48 |         35 |         13 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/stimulus.cpp                                   | C++      |         26 |         36 |         10 |         72 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/datatypes/stimulus.h                                     | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/common.h                                             | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/display.cpp                                          | C++      |         26 |         36 |          9 |         71 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/display.h                                            | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/fsm.cpp                                              | C++      |         72 |         51 |         16 |        139 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/fsm.h                                                | C++      |         50 |         39 |         14 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/golden/fsm.log                                       | Log      |        129 |          0 |          2 |        131 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/main.cpp                                             | C++      |         49 |         35 |         12 |         96 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/stimulus.cpp                                         | C++      |         23 |         36 |         10 |         69 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/fsm/stimulus.h                                           | C++      |         30 |         35 |         11 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/common.h                                         | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/display.cpp                                      | C++      |         17 |         36 |          9 |         62 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/display.h                                        | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/golden/if_test.log                               | Log      |         34 |          0 |          2 |         36 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/if_test.cpp                                      | C++      |         59 |         41 |         19 |        119 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/if_test.h                                        | C++      |         56 |         39 |         14 |        109 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/main.cpp                                         | C++      |         54 |         35 |         13 |        102 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/stimulus.cpp                                     | C++      |         28 |         36 |         10 |         74 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/if_test/stimulus.h                                       | C++      |         36 |         35 |         11 |         82 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/common.h                                        | C++      |          5 |         34 |          7 |         46 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/display.cpp                                     | C++      |         14 |         36 |          9 |         59 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/display.h                                       | C++      |         24 |         35 |         11 |         70 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/golden/inlining.log                             | Log      |         66 |          0 |          2 |         68 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/inlining.cpp                                    | C++      |         38 |         43 |         16 |         97 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/inlining.h                                      | C++      |         44 |         39 |         11 |         94 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/main.cpp                                        | C++      |         45 |         35 |         13 |         93 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/stimulus.cpp                                    | C++      |         26 |         36 |         10 |         72 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/if_test/inlining/stimulus.h                                      | C++      |         33 |         35 |         11 |         79 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/display.cpp                                   | C++      |         10 |         36 |          9 |         55 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/display.h                                     | C++      |         21 |         35 |         11 |         67 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/for_datatypes.cpp                             | C++      |         40 |         43 |         17 |        100 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/for_datatypes.h                               | C++      |         32 |         34 |          9 |         75 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/golden/for_datatypes.log                      | Log      |        200 |          0 |          2 |        202 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/main.cpp                                      | C++      |         35 |         35 |         13 |         83 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/stimulus.cpp                                  | C++      |         38 |         36 |         10 |         84 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_datatypes/stimulus.h                                    | C++      |         24 |         35 |         11 |         70 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/display.cpp                                        | C++      |         10 |         35 |          8 |         53 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/display.h                                          | C++      |         21 |         35 |         11 |         67 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/for_exit.cpp                                       | C++      |         45 |         42 |         16 |        103 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/for_exit.h                                         | C++      |         32 |         34 |          9 |         75 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/golden/for_exit.log                                | Log      |        122 |          0 |          2 |        124 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/main.cpp                                           | C++      |         35 |         35 |         12 |         82 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/stimulus.cpp                                       | C++      |         30 |         36 |         10 |         76 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_exit/stimulus.h                                         | C++      |         24 |         35 |         10 |         69 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/display.cpp                                         | C++      |         10 |         35 |          8 |         53 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/display.h                                           | C++      |         21 |         35 |         11 |         67 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/for_fsm.cpp                                         | C++      |         54 |         43 |         17 |        114 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/for_fsm.h                                           | C++      |         32 |         34 |          9 |         75 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/golden/for_fsm.log                                  | Log      |        179 |          0 |          2 |        181 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/main.cpp                                            | C++      |         35 |         35 |         12 |         82 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/stimulus.cpp                                        | C++      |         38 |         36 |         10 |         84 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/for_fsm/stimulus.h                                          | C++      |         24 |         35 |         10 |         69 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/display.cpp                                 | C++      |         10 |         36 |          9 |         55 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/display.h                                   | C++      |         21 |         35 |         11 |         67 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/golden/while_datatypes.log                  | Log      |        185 |          0 |          2 |        187 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/main.cpp                                    | C++      |         35 |         35 |         13 |         83 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/stimulus.cpp                                | C++      |         38 |         36 |         10 |         84 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/stimulus.h                                  | C++      |         24 |         35 |         11 |         70 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/while_datatypes.cpp                         | C++      |         62 |         43 |         16 |        121 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_datatypes/while_datatypes.h                           | C++      |         32 |         34 |          9 |         75 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_exit/display.cpp                                      | C++      |         10 |         36 |          9 |         55 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_exit/display.h                                        | C++      |         21 |         35 |         11 |         67 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_exit/golden/while_exit.log                            | Log      |        182 |          0 |          2 |        184 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_exit/main.cpp                                         | C++      |         35 |         35 |         13 |         83 |
| /home/zl/gem5/src/systemc/tests/systemc/misc/cae_test/general/control/loop/while_exit/stimulus.cpp                                     | C++      |         38 |         36 |         10 |         84 |
